RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty
2022-09-23;ABEVOV22;BRABEV300002;FINANCIAL;15,36;15,52;15,42;15,52;15,52;;;9;3100
2022-09-23;ABEVOX22;BRABEV3Y0009;FINANCIAL;15,56;15,68;15,62;15,68;15,66;;;2;1000
2022-09-23;AFSF23;BRBMEFAFS1C6;FINANCIAL;;;;;18133,3;;;;
2022-09-23;AFSG23;BRBMEFAFS1D4;FINANCIAL;;;;;18182,2;;;;
2022-09-23;AFSV22;BRBMEFAFS198;FINANCIAL;17827;17973;17917,89;17950;17989,2;;;19;68
2022-09-23;AFSX22;BRBMEFAFS1A0;FINANCIAL;;;;;18039,6;;;;
2022-09-23;AFSZ22;BRBMEFAFS1B8;FINANCIAL;;;;;18086,7;;;;
2022-09-23;ARBF23;BRBMEFARB1C1;FINANCIAL;;;;;27,307;;;;
2022-09-23;ARBG23;BRBMEFARB1D9;FINANCIAL;;;;;25,415;;;;
2022-09-23;ARBV22;BRBMEFARB199;FINANCIAL;;;;;35,393;;;;
2022-09-23;ARBX22;BRBMEFARB1A5;FINANCIAL;;;;;32,569;;;;
2022-09-23;ARBZ22;BRBMEFARB1B3;FINANCIAL;;;;;29,986;;;;
2022-09-23;ARSF23;BRBMEFARS110;FINANCIAL;;;;;196790,9;;;;
2022-09-23;ARSG23;BRBMEFARS128;FINANCIAL;;;;;212821,2;;;;
2022-09-23;ARSV22;BRBMEFARS0Y8;FINANCIAL;;;;;148865,6;;;;
2022-09-23;ARSX22;BRBMEFARS0Z5;FINANCIAL;;;;;162872,3;;;;
2022-09-23;ARSZ22;BRBMEFARS102;FINANCIAL;;;;;178039,3;;;;
2022-09-23;AUDF23;BRBMEFAUD470;FINANCIAL;;;;;3508,866;;;;
2022-09-23;AUDG23;BRBMEFAUD488;FINANCIAL;;;;;3535,096;;;;
2022-09-23;AUDV22;BRBMEFAUD447;FINANCIAL;;;;;3434,284;;;;
2022-09-23;AUDX22;BRBMEFAUD454;FINANCIAL;;;;;3459,148;;;;
2022-09-23;AUDZ22;BRBMEFAUD462;FINANCIAL;;;;;3483,451;;;;
2022-09-23;AUSF23;BRBMEFAUS1C7;FINANCIAL;;;;;652,962;;;;
2022-09-23;AUSG23;BRBMEFAUS1D5;FINANCIAL;;;;;653,58;;;;
2022-09-23;AUSV22;BRBMEFAUS197;FINANCIAL;653,3;658,7;655,58;653,4;651,822;;;19;801
2022-09-23;AUSX22;BRBMEFAUS1A1;FINANCIAL;;;;;652,101;;;;
2022-09-23;AUSZ22;BRBMEFAUS1B9;FINANCIAL;651,9;651,9;651,9;651,9;652,486;;;1;42
2022-09-23;B3SAOV22;BRB3SA300038;FINANCIAL;13,24;13,5;13,35;13,5;13,52;;;98;196000
2022-09-23;B3SAOX22;BRB3SA3Y0038;FINANCIAL;13,35;13,46;13,42;13,46;13,64;;;4;8800
2022-09-23;BBASOV22;BRBBAS300000;FINANCIAL;40,53;41,18;40,89;40,99;41,12;;;206;153600
2022-09-23;BBASOX22;BRBBAS3Y0001;FINANCIAL;41,3;41,36;41,33;41,36;41,5;;;4;3400
2022-09-23;BBDCPV22;BRBBDC400003;FINANCIAL;19,99;20,29;20,13;20,28;20,29;;;107;89200
2022-09-23;BBDCPX22;BRBBDC4Y0008;FINANCIAL;20,19;20,4;20,32;20,19;20,48;;;53;43300
2022-09-23;BGIF23;BRBMEFBGI6I2;AGRIBUSINESS;;;;;312,35;;;;
2022-09-23;BGIG23;BRBMEFBGI6C5;AGRIBUSINESS;;;;;329,1;;;;
2022-09-23;BGIH23;BRBMEFBGI6J0;AGRIBUSINESS;;;;;329,1;;;;
2022-09-23;BGIJ23;BRBMEFBGI6K8;AGRIBUSINESS;;;;;329,1;;;;
2022-09-23;BGIK23;BRBMEFBGI6D3;AGRIBUSINESS;310,2;310,2;310,2;310,2;329,1;;;2;5
2022-09-23;BGIN23;BRBMEFBGI6G6;AGRIBUSINESS;;;;;329,1;;;;
2022-09-23;BGIU22;BRBMEFBGI6B7;AGRIBUSINESS;300,8;305,1;302,15;303,15;303,2;;;470;519
2022-09-23;BGIV22;BRBMEFBGI633;AGRIBUSINESS;301,15;305,2;302,65;303,9;303,6;;;1446;2435
2022-09-23;BGIV23;BRBMEFBGI6E1;AGRIBUSINESS;;;;;333;;;;
2022-09-23;BGIX22;BRBMEFBGI674;AGRIBUSINESS;309;314,95;310,85;312,65;312,35;;;475;1218
2022-09-23;BGIZ22;BRBMEFBGI6F8;AGRIBUSINESS;308,9;315,3;310,81;313,55;310,9;;;131;435
2022-09-23;BRIG23;BRBMEFBRI390;FINANCIAL;;;;;19491;;;;
2022-09-23;BRIV22;BRBMEFBRI374;FINANCIAL;18828;18828;18828;18828;18697;;;2;6
2022-09-23;BRIZ22;BRBMEFBRI382;FINANCIAL;;;;;19071;;;;
2022-09-23;CADF23;BRBMEFCAD460;FINANCIAL;;;;;3950,697;;;;
2022-09-23;CADG23;BRBMEFCAD478;FINANCIAL;;;;;3979,009;;;;
2022-09-23;CADV22;BRBMEFCAD437;FINANCIAL;;;;;3871,875;;;;
2022-09-23;CADX22;BRBMEFCAD445;FINANCIAL;;;;;3898,3;;;;
2022-09-23;CADZ22;BRBMEFCAD452;FINANCIAL;;;;;3923,64;;;;
2022-09-23;CANF23;BRBMEFCAN1C4;FINANCIAL;;;;;1360,207;;;;
2022-09-23;CANG23;BRBMEFCAN1D2;FINANCIAL;;;;;1359,338;;;;
2022-09-23;CANV22;BRBMEFCAN196;FINANCIAL;1351,2;1359,8;1352,51;1359,8;1360,773;;;4;64
2022-09-23;CANX22;BRBMEFCAN1A8;FINANCIAL;;;;;1360,751;;;;
2022-09-23;CANZ22;BRBMEFCAN1B6;FINANCIAL;1361,2;1361,2;1361,2;1361,2;1360,659;;;1;28
2022-09-23;CCMF23;BRBMEFCCP2H7;AGRIBUSINESS;92,87;93,5;93,12;93,2;93,27;;;963;1677
2022-09-23;CCMH23;BRBMEFCCP2J3;AGRIBUSINESS;95,59;96,11;95,69;95,69;96,55;;;236;416
2022-09-23;CCMK23;BRBMEFCCP2I5;AGRIBUSINESS;95,15;95,69;95,39;95,3;95,4;;;69;76
2022-09-23;CCMN23;BRBMEFCCP2K1;AGRIBUSINESS;93,73;94,2;94,18;93,77;93,55;;;65;776
2022-09-23;CCMU23;BRBMEFCCP2G9;AGRIBUSINESS;92;92,88;92,24;92,53;92,55;;;133;541
2022-09-23;CCMX22;BRBMEFCCP2F1;AGRIBUSINESS;88,9;89,8;89,2;89,11;89,21;;;3686;7448
2022-09-23;CCMX23;BRBMEFCCP2L9;AGRIBUSINESS;;;;;92,58;;;;
2022-09-23;CCROOV22;BRCCRO300037;FINANCIAL;13,68;13,8;13,74;13,76;13,77;;;12;12000
2022-09-23;CCROOX22;BRCCRO3Y0034;FINANCIAL;13,78;13,87;13,85;13,87;13,87;;;8;6600
2022-09-23;CHFF23;BRBMEFCHF3S9;FINANCIAL;;;;;5518,914;;;;
2022-09-23;CHFG23;BRBMEFCHF3T7;FINANCIAL;;;;;5576,678;;;;
2022-09-23;CHFV22;BRBMEFCHF3P5;FINANCIAL;;;;;5363,681;;;;
2022-09-23;CHFX22;BRBMEFCHF3Q3;FINANCIAL;;;;;5415,085;;;;
2022-09-23;CHFZ22;BRBMEFCHF3R1;FINANCIAL;;;;;5466,095;;;;
2022-09-23;CHLF23;BRBMEFCHL1C9;FINANCIAL;;;;;991010,3;;;;
2022-09-23;CHLG23;BRBMEFCHL1D7;FINANCIAL;;;;;997815,9;;;;
2022-09-23;CHLV22;BRBMEFCHL195;FINANCIAL;963200;973950;966846,24;973950;971299,8;;;10;306
2022-09-23;CHLX22;BRBMEFCHL1A3;FINANCIAL;;;;;978247,9;;;;
2022-09-23;CHLZ22;BRBMEFCHL1B1;FINANCIAL;;;;;984315,2;;;;
2022-09-23;CIELOV22;BRCIEL300039;FINANCIAL;5,15;5,24;5,19;5,24;5,23;;;2;10800
2022-09-23;CIELOX22;BRCIEL3Y0035;FINANCIAL;;;;;5,28;;;;
2022-09-23;CLPF23;BRBMEFCLP3S1;FINANCIAL;;;;;5422,5;;;;
2022-09-23;CLPG23;BRBMEFCLP3T9;FINANCIAL;;;;;5420,7;;;;
2022-09-23;CLPV22;BRBMEFCLP3P7;FINANCIAL;;;;;5424,5;;;;
2022-09-23;CLPX22;BRBMEFCLP3Q5;FINANCIAL;;;;;5422,6;;;;
2022-09-23;CLPZ22;BRBMEFCLP3R3;FINANCIAL;;;;;5423,8;;;;
2022-09-23;CMIGPV22;BRCMIG400034;FINANCIAL;11,85;11,98;11,9;11,89;11,95;;;10;8800
2022-09-23;CMIGPX22;BRCMIG4Y0037;FINANCIAL;12,01;12,03;12,02;12,01;12,06;;;2;2000
2022-09-23;CNHF23;BRBMEFCNH1C7;FINANCIAL;;;;;7118,001;;;;
2022-09-23;CNHG23;BRBMEFCNH1D5;FINANCIAL;;;;;7106,744;;;;
2022-09-23;CNHV22;BRBMEFCNH191;FINANCIAL;7134;7138,5;7134,95;7134;7138,296;;;6;55
2022-09-23;CNHX22;BRBMEFCNH1A1;FINANCIAL;;;;;7133,947;;;;
2022-09-23;CNHZ22;BRBMEFCNH1B9;FINANCIAL;;;;;7126,954;;;;
2022-09-23;CNYF23;BRBMEFCNY3S8;FINANCIAL;;;;;7580,44;;;;
2022-09-23;CNYG23;BRBMEFCNY3T6;FINANCIAL;;;;;7638,382;;;;
2022-09-23;CNYV22;BRBMEFCNY3P4;FINANCIAL;;;;;7456,439;;;;
2022-09-23;CNYX22;BRBMEFCNY3Q2;FINANCIAL;;;;;7484,898;;;;
2022-09-23;CNYZ22;BRBMEFCNY3R0;FINANCIAL;;;;;7527,635;;;;
2022-09-23;COGNOV22;BRCOGN300045;FINANCIAL;2,91;3,01;2,95;3,01;3,04;;;19;82000
2022-09-23;COGNOX22;BRCOGN3Y0042;FINANCIAL;2,96;2,96;2,96;2,96;3,06;;;1;4500
2022-09-23;CSNAOV22;BRCSNA300005;FINANCIAL;12,69;12,93;12,81;12,93;12,95;;;198;89100
2022-09-23;CSNAOX22;BRCSNA3Y0004;FINANCIAL;12,81;13,12;12,93;13,12;13,07;;;215;97900
2022-09-23;DAPF23;BRBMEFDAP3I4;FINANCIAL;9,55;10,1;10,09;10,07;97062,98;10,11;;24;11240
2022-09-23;DAPF24;BRBMEFDAP3S3;FINANCIAL;;;;;91189,24;7,39;;;
2022-09-23;DAPK23;BRBMEFDAP1G2;FINANCIAL;8;8,32;8,19;8,32;95112,64;8,32;;29;7166
2022-09-23;DAPK25;BRBMEFDAP330;FINANCIAL;5,83;5,91;5,89;5,91;86018,12;5,91;;43;9278
2022-09-23;DAPK27;BRBMEFDAP3U9;FINANCIAL;5,48;5,55;5,49;5,54;77936,77;5,54;;44;9605
2022-09-23;DAPK35;BRBMEFDAP2L0;FINANCIAL;5,53;5,53;5,53;5,53;50777,03;5,53;;8;265
2022-09-23;DAPK45;BRBMEFDAP3B9;FINANCIAL;;;;;30134,18;5,46;;;
2022-09-23;DAPK55;BRBMEFDAP3D5;FINANCIAL;;;;;17738,41;5,46;;;
2022-09-23;DAPQ24;BRBMEFDAP1F4;FINANCIAL;6,51;6,64;6,58;6,58;88704,02;6,58;;50;2811
2022-09-23;DAPQ26;BRBMEFDAP1L2;FINANCIAL;5,59;5,59;5,59;5,59;80951,95;5,59;;27;836
2022-09-23;DAPQ28;BRBMEFDAP280;FINANCIAL;5,46;5,53;5,51;5,49;73060,01;5,49;;29;2487
2022-09-23;DAPQ30;BRBMEFDAP1E7;FINANCIAL;5,44;5,48;5,47;5,47;65807,07;5,47;;29;1796
2022-09-23;DAPQ32;BRBMEFDAP3T1;FINANCIAL;5,48;5,53;5,49;5,53;58802,33;5,53;;8;1696
2022-09-23;DAPQ40;BRBMEFDAP3A1;FINANCIAL;;;;;38415,33;5,51;;;
2022-09-23;DAPQ50;BRBMEFDAP3C7;FINANCIAL;;;;;22338,84;5,54;;;
2022-09-23;DAPQ60;BRBMEFDAP3V7;FINANCIAL;;;;;13520,68;5,44;;;
2022-09-23;DAPV22;BRBMEFDAP413;FINANCIAL;;;;;99008,65;18,22;;;
2022-09-23;DAPX22;BRBMEFDAP421;FINANCIAL;;;;;98271,03;13,38;;;
2022-09-23;DAPZ22;BRBMEFDAP439;FINANCIAL;;;;;97689,98;11,09;;;
2022-09-23;DAXH23;BRBMEFDAX060;FINANCIAL;;;;;12375;;;;
2022-09-23;DAXM23;BRBMEFDAX078;FINANCIAL;;;;;12507;;;;
2022-09-23;DAXZ22;BRBMEFDAX052;FINANCIAL;;;;;12299;;;;
2022-09-23;DCOF23;BRBMEFDCO0S8;FINANCIAL;;;;;100451,76;-1,603;;;
2022-09-23;DCOF24;BRBMEFDCO0T6;FINANCIAL;;;;;94856,48;4,189;;;
2022-09-23;DCOF25;BRBMEFDCO0U4;FINANCIAL;;;;;90194,53;4,704;;;
2022-09-23;DCOF26;BRBMEFDCO156;FINANCIAL;;;;;86187,21;4,82;;;
2022-09-23;DCOF27;BRBMEFDCO1S6;FINANCIAL;;;;;82371,83;4,926;;;
2022-09-23;DCOF28;BRBMEFDCO1P2;FINANCIAL;;;;;78738,48;5,042;;;
2022-09-23;DCOF29;BRBMEFDCO1R8;FINANCIAL;;;;;75397,35;5,123;;;
2022-09-23;DCOF30;BRBMEFDCO1Q0;FINANCIAL;;;;;72065,58;5,25;;;
2022-09-23;DCOF31;BRBMEFDCO313;FINANCIAL;;;;;68893,36;5,377;;;
2022-09-23;DCOF32;BRBMEFDCO412;FINANCIAL;;;;;65942,1;5,488;;;
2022-09-23;DCOF33;BRBMEFDCO3D4;FINANCIAL;;;;;62742,68;5,693;;;
2022-09-23;DCOF34;BRBMEFDCO420;FINANCIAL;;;;;60126,54;5,796;;;
2022-09-23;DCOF35;BRBMEFDCO3C6;FINANCIAL;;;;;57287,24;5,986;;;
2022-09-23;DCOF36;BRBMEFDCO3O1;FINANCIAL;;;;;54681,41;6,153;;;
2022-09-23;DCOF37;BRBMEFDCO3Z7;FINANCIAL;;;;;52359,51;6,281;;;
2022-09-23;DCOG23;BRBMEFDCO404;FINANCIAL;;;;;99981,81;0,05;;;
2022-09-23;DCOH23;BRBMEFDCO438;FINANCIAL;;;;;99539,7;1,047;;;
2022-09-23;DCOJ23;BRBMEFDCO2P0;FINANCIAL;;;;;99036,57;1,824;;;
2022-09-23;DCOJ24;BRBMEFDCO354;FINANCIAL;;;;;93635,5;4,401;;;
2022-09-23;DCOJ25;BRBMEFDCO3G7;FINANCIAL;;;;;89146,34;4,759;;;
2022-09-23;DCOJ26;BRBMEFDCO3R4;FINANCIAL;;;;;85163,11;4,877;;;
2022-09-23;DCOJ27;BRBMEFDCO446;FINANCIAL;;;;;81538,38;4,937;;;
2022-09-23;DCOK23;BRBMEFDCO453;FINANCIAL;;;;;98577,28;2,351;;;
2022-09-23;DCOM23;BRBMEFDCO461;FINANCIAL;;;;;98111,33;2,761;;;
2022-09-23;DCON23;BRBMEFDCO2H7;FINANCIAL;;;;;97639,76;3,075;;;
2022-09-23;DCON24;BRBMEFDCO2G9;FINANCIAL;;;;;92436,18;4,553;;;
2022-09-23;DCON25;BRBMEFDCO2U0;FINANCIAL;;;;;88150,2;4,782;;;
2022-09-23;DCON26;BRBMEFDCO2V8;FINANCIAL;;;;;84348,98;4,851;;;
2022-09-23;DCON27;BRBMEFDCO479;FINANCIAL;;;;;80622,56;4,967;;;
2022-09-23;DCOQ23;BRBMEFDCO487;FINANCIAL;;;;;97138,49;3,399;;;
2022-09-23;DCOU23;BRBMEFDCO495;FINANCIAL;;;;;96656,15;3,631;;;
2022-09-23;DCOV22;BRBMEFDCO2I5;FINANCIAL;;;;;101645,16;-58,267;;;
2022-09-23;DCOV23;BRBMEFDCO2Y2;FINANCIAL;;;;;96198,31;3,804;;;
2022-09-23;DCOV24;BRBMEFDCO396;FINANCIAL;;;;;91293,18;4,646;;;
2022-09-23;DCOV25;BRBMEFDCO3L7;FINANCIAL;;;;;87112,87;4,824;;;
2022-09-23;DCOV26;BRBMEFDCO3W4;FINANCIAL;;;;;83365,35;4,89;;;
2022-09-23;DCOX22;BRBMEFDCO3X2;FINANCIAL;;;;;101303,22;-11,875;;;
2022-09-23;DCOZ22;BRBMEFDCO3Y0;FINANCIAL;;;;;100920,73;-4,76;;;
2022-09-23;DDIF23;BRBMEFDDI388;FINANCIAL;;;;;100451,76;-1,603;;;
2022-09-23;DDIF24;BRBMEFDDI362;FINANCIAL;;;;;94856,48;4,189;;;
2022-09-23;DDIF25;BRBMEFDDI321;FINANCIAL;;;;;90194,53;4,704;;;
2022-09-23;DDIF26;BRBMEFDDI4C1;FINANCIAL;;;;;86187,21;4,82;;;
2022-09-23;DDIF27;BRBMEFDDI4X7;FINANCIAL;;;;;82371,83;4,926;;;
2022-09-23;DDIF28;BRBMEFDDI4Z2;FINANCIAL;;;;;78738,48;5,042;;;
2022-09-23;DDIF29;BRBMEFDDI4W9;FINANCIAL;;;;;75397,35;5,123;;;
2022-09-23;DDIF30;BRBMEFDDI4Y5;FINANCIAL;;;;;72065,58;5,25;;;
2022-09-23;DDIF31;BRBMEFDDI693;FINANCIAL;;;;;68893,36;5,377;;;
2022-09-23;DDIF32;BRBMEFDDI792;FINANCIAL;;;;;65942,1;5,488;;;
2022-09-23;DDIF33;BRBMEFDDI6L7;FINANCIAL;;;;;62742,68;5,693;;;
2022-09-23;DDIF34;BRBMEFDDI7A8;FINANCIAL;;;;;60126,54;5,796;;;
2022-09-23;DDIF35;BRBMEFDDI6K9;FINANCIAL;;;;;57287,24;5,986;;;
2022-09-23;DDIF36;BRBMEFDDI6W4;FINANCIAL;;;;;54681,41;6,153;;;
2022-09-23;DDIF37;BRBMEFDDI776;FINANCIAL;;;;;52359,51;6,281;;;
2022-09-23;DDIG23;BRBMEFDDI784;FINANCIAL;;;;;99981,81;0,05;;;
2022-09-23;DDIH23;BRBMEFDDI7B6;FINANCIAL;;;;;99539,7;1,047;;;
2022-09-23;DDIJ23;BRBMEFDDI5W6;FINANCIAL;;;;;99036,57;1,824;;;
2022-09-23;DDIJ24;BRBMEFDDI6D4;FINANCIAL;;;;;93635,5;4,401;;;
2022-09-23;DDIJ25;BRBMEFDDI6O1;FINANCIAL;;;;;89146,34;4,759;;;
2022-09-23;DDIJ26;BRBMEFDDI6Z7;FINANCIAL;;;;;85163,11;4,877;;;
2022-09-23;DDIJ27;BRBMEFDDI7C4;FINANCIAL;;;;;81538,38;4,937;;;
2022-09-23;DDIK23;BRBMEFDDI7D2;FINANCIAL;;;;;98577,28;2,351;;;
2022-09-23;DDIM23;BRBMEFDDI7E0;FINANCIAL;;;;;98111,33;2,761;;;
2022-09-23;DDIN23;BRBMEFDDI5O3;FINANCIAL;;;;;97639,76;3,075;;;
2022-09-23;DDIN24;BRBMEFDDI5N5;FINANCIAL;;;;;92436,18;4,553;;;
2022-09-23;DDIN25;BRBMEFDDI628;FINANCIAL;;;;;88150,2;4,782;;;
2022-09-23;DDIN26;BRBMEFDDI636;FINANCIAL;;;;;84348,98;4,851;;;
2022-09-23;DDIN27;BRBMEFDDI7F7;FINANCIAL;;;;;80622,56;4,967;;;
2022-09-23;DDIQ23;BRBMEFDDI7G5;FINANCIAL;;;;;97138,49;3,399;;;
2022-09-23;DDIU23;BRBMEFDDI7H3;FINANCIAL;;;;;96656,15;3,631;;;
2022-09-23;DDIV22;BRBMEFDDI5P0;FINANCIAL;-51,365;-42,844;-43,507;-42,878;101645,16;-58,267;;9;12309
2022-09-23;DDIV23;BRBMEFDDI669;FINANCIAL;;;;;96198,31;3,804;;;
2022-09-23;DDIV24;BRBMEFDDI6H5;FINANCIAL;;;;;91293,18;4,646;;;
2022-09-23;DDIV25;BRBMEFDDI6T0;FINANCIAL;;;;;87112,87;4,824;;;
2022-09-23;DDIV26;BRBMEFDDI743;FINANCIAL;;;;;83365,35;4,89;;;
2022-09-23;DDIX22;BRBMEFDDI750;FINANCIAL;;;;;101303,22;-11,875;;;
2022-09-23;DDIZ22;BRBMEFDDI768;FINANCIAL;;;;;100920,73;-4,76;;;
2022-09-23;DI1F23;BRBMEFD1I355;FINANCIAL;13,675;13,69;13,681;13,685;96599,34;13,68;;1947;314960
2022-09-23;DI1F24;BRBMEFD1I348;FINANCIAL;12,8;12,9;12,839;12,81;85916,66;12,825;;41870;764165
2022-09-23;DI1F25;BRBMEFD1I2Z4;FINANCIAL;11,52;11,64;11,596;11,59;77943,26;11,625;;32352;525235
2022-09-23;DI1F26;BRBMEFD1I4F2;FINANCIAL;11,32;11,445;11,389;11,405;70226,6;11,415;;13654;203985
2022-09-23;DI1F27;BRBMEFD1I4Z0;FINANCIAL;11,275;11,425;11,362;11,38;63097,72;11,41;;26992;261940
2022-09-23;DI1F28;BRBMEFD1I4Y3;FINANCIAL;11,31;11,45;11,402;11,42;56579,73;11,44;;540;3445
2022-09-23;DI1F29;BRBMEFD1I4K2;FINANCIAL;11,37;11,53;11,488;11,5;50581,29;11,53;;6787;64985
2022-09-23;DI1F30;BRBMEFD1I504;FINANCIAL;11,48;11,56;11,534;11,55;45332,61;11,55;;33;350
2022-09-23;DI1F31;BRBMEFD1I686;FINANCIAL;11,45;11,62;11,578;11,6;40411,71;11,62;;2142;19010
2022-09-23;DI1F32;BRBMEFD1I793;FINANCIAL;11,54;11,61;11,598;11,58;36158,97;11,63;;6;790
2022-09-23;DI1F33;BRBMEFD1I678;FINANCIAL;11,49;11,66;11,597;11,63;32332,4;11,65;;870;11430
2022-09-23;DI1F34;BRBMEFD1I7A6;FINANCIAL;;;;;28901,46;11,674;;;
2022-09-23;DI1F35;BRBMEFD1I6J9;FINANCIAL;;;;;25917,08;11,673;;;
2022-09-23;DI1F36;BRBMEFD1I6W2;FINANCIAL;;;;;23181,65;11,69;;;
2022-09-23;DI1F37;BRBMEFD1I777;FINANCIAL;;;;;20737,15;11,69;;;
2022-09-23;DI1G23;BRBMEFD1I785;FINANCIAL;13,685;13,685;13,685;13,685;95524,67;13,678;;2;580
2022-09-23;DI1H23;BRBMEFD1I7B4;FINANCIAL;;;;;94656,08;13,672;;;
2022-09-23;DI1J23;BRBMEFD1I5T0;FINANCIAL;13,685;13,72;13,695;13,69;93549,87;13,685;;2727;114370
2022-09-23;DI1J24;BRBMEFD1I6C4;FINANCIAL;12,435;12,53;12,491;12,45;83838,78;12,47;;2646;40180
2022-09-23;DI1J25;BRBMEFD1I6M3;FINANCIAL;11,4;11,53;11,472;11,49;76114,42;11,497;;281;1765
2022-09-23;DI1J26;BRBMEFD1I6Z5;FINANCIAL;11,38;11,41;11,404;11,41;68404,33;11,419;;8;75
2022-09-23;DI1J27;BRBMEFD1I7C2;FINANCIAL;11,405;11,405;11,405;11,405;61470,37;11,42;;1;25
2022-09-23;DI1K23;BRBMEFD1I7D0;FINANCIAL;13,66;13,685;13,679;13,66;92740,14;13,595;;3;830
2022-09-23;DI1M23;BRBMEFD1I7E8;FINANCIAL;13,595;13,615;13,611;13,595;91685,9;13,646;;5;600
2022-09-23;DI1N23;BRBMEFD1I454;FINANCIAL;13,535;13,605;13,562;13,545;90778,25;13,54;;8856;262315
2022-09-23;DI1N24;BRBMEFD1I462;FINANCIAL;12,065;12,17;12,113;12,09;81882,33;12,1;;13827;136105
2022-09-23;DI1N25;BRBMEFD1I603;FINANCIAL;11,35;11,48;11,425;11,43;74239,83;11,44;;5218;47790
2022-09-23;DI1N26;BRBMEFD1I611;FINANCIAL;11,305;11,43;11,37;11,4;66758,53;11,365;;592;4730
2022-09-23;DI1N27;BRBMEFD1I7F5;FINANCIAL;11,365;11,41;11,377;11,41;59830,83;11,42;;5;125
2022-09-23;DI1Q23;BRBMEFD1I7G3;FINANCIAL;13,425;13,485;13,428;13,425;89881,58;13,452;;2;160
2022-09-23;DI1U23;BRBMEFD1I7H1;FINANCIAL;13,305;13,36;13,349;13,305;88933,65;13,341;;20;2070
2022-09-23;DI1V22;BRBMEFD1I5L7;FINANCIAL;13,65;13,654;13,652;13,652;99695,77;13,652;;104;103920
2022-09-23;DI1V23;BRBMEFD1I645;FINANCIAL;13,195;13,27;13,237;13,21;88153,67;13,215;;1264;20540
2022-09-23;DI1V24;BRBMEFD1I6G5;FINANCIAL;11,77;11,88;11,832;11,82;79848,4;11,835;;2376;61565
2022-09-23;DI1V25;BRBMEFD1I6R2;FINANCIAL;11,38;11,43;11,417;11,43;72126,3;11,459;;14;170
2022-09-23;DI1V26;BRBMEFD1I744;FINANCIAL;11,305;11,4;11,35;11,395;64837;11,405;;11;2000
2022-09-23;DI1X22;BRBMEFD1I751;FINANCIAL;13,652;13,658;13,654;13,656;98687,98;13,656;;47;64950
2022-09-23;DI1Z22;BRBMEFD1I769;FINANCIAL;13,664;13,68;13,673;13,67;97688,27;13,67;;11;11855
2022-09-23;DOLF23;BRBMEFDOL660;FINANCIAL;;;;;5373,79;;;;
2022-09-23;DOLF24;BRBMEFDOL694;FINANCIAL;;;;;5705,41;;;;
2022-09-23;DOLF25;BRBMEFDOL3O0;FINANCIAL;;;;;5979,969;;;;
2022-09-23;DOLG23;BRBMEFDOL6R6;FINANCIAL;;;;;5408,822;;;;
2022-09-23;DOLH23;BRBMEFDOL6S4;FINANCIAL;;;;;5434,319;;;;
2022-09-23;DOLJ23;BRBMEFDOL5M9;FINANCIAL;;;;;5470,786;;;;
2022-09-23;DOLJ24;BRBMEFDOL6J3;FINANCIAL;;;;;5771,556;;;;
2022-09-23;DOLJ25;BRBMEFDOL6T2;FINANCIAL;;;;;6052,487;;;;
2022-09-23;DOLK23;BRBMEFDOL6U0;FINANCIAL;;;;;5492,959;;;;
2022-09-23;DOLM23;BRBMEFDOL6V8;FINANCIAL;;;;;5529,857;;;;
2022-09-23;DOLN23;BRBMEFDOL5C0;FINANCIAL;;;;;5558,303;;;;
2022-09-23;DOLN24;BRBMEFDOL5B2;FINANCIAL;;;;;5833,767;;;;
2022-09-23;DOLN25;BRBMEFDOL6W6;FINANCIAL;;;;;6135,976;;;;
2022-09-23;DOLQ23;BRBMEFDOL6X4;FINANCIAL;;;;;5584,933;;;;
2022-09-23;DOLU23;BRBMEFDOL6Y2;FINANCIAL;;;;;5616,434;;;;
2022-09-23;DOLV22;BRBMEFDOL5D8;FINANCIAL;5177,5;5276,5;5235,709;5268,5;5268,745;;;36963;325405
2022-09-23;DOLV23;BRBMEFDOL6E4;FINANCIAL;;;;;5639,288;;;;
2022-09-23;DOLV24;BRBMEFDOL6O3;FINANCIAL;;;;;5908,394;;;;
2022-09-23;DOLX22;BRBMEFDOL6P0;FINANCIAL;5242,5;5242,5;5242,5;5242,5;5304,644;;;1;5
2022-09-23;DOLZ22;BRBMEFDOL6Q8;FINANCIAL;;;;;5338,697;;;;
2022-09-23;ELETOV22;BRELET300000;FINANCIAL;45,82;46,32;45,99;46;46,39;;;31;12600
2022-09-23;ELETOX22;BRELET3Y0004;FINANCIAL;46,26;46,77;46,4;46,41;46,82;;;19;7500
2022-09-23;ESXH23;BRBMEFESX045;FINANCIAL;;;;;3346;;;;
2022-09-23;ESXM23;BRBMEFESX052;FINANCIAL;;;;;3299;;;;
2022-09-23;ESXZ22;BRBMEFESX037;FINANCIAL;3348,5;3349;3348,75;3349;3343;;;2;2
2022-09-23;ETHF23;BRBMEFETH475;AGRIBUSINESS;2640;2665;2661,9;2640;2620;;;4;121
2022-09-23;ETHG23;BRBMEFETH483;AGRIBUSINESS;2680;2680;2680;2680;2630;;;2;95
2022-09-23;ETHH23;BRBMEFETH491;AGRIBUSINESS;2680;2700;2694,28;2680;2630;;;4;70
