RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty
2022-09-23;BBASJ421;BRBBAS3J0T31;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ423;BRBBAS3J0QR8;EQUITY CALL;1,58;2,08;1,82;1,86;;;1,94;1103;717300
2022-09-23;BBASJ427;BRBBAS3J0T23;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ428;BRBBAS3J0QW8;EQUITY CALL;1,4;1,77;1,56;1,66;;;1,72;216;209000
2022-09-23;BBASJ433;BRBBAS3J0QS6;EQUITY CALL;1,21;1,55;1,47;1,42;;;1,52;592;1470800
2022-09-23;BBASJ437;BRBBAS3J0SE2;EQUITY CALL;0,98;1,27;1,16;1,16;;;1,25;198;342100
2022-09-23;BBASJ438;BRBBAS3J0RD6;EQUITY CALL;1,08;1,36;1,24;1,25;;;1,34;151;263100
2022-09-23;BBASJ442;BRBBAS3J0SJ1;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ443;BRBBAS3J0R82;EQUITY CALL;0,91;1,28;1,09;1,13;;;1,17;304;1334600
2022-09-23;BBASJ447;BRBBAS3J0SQ6;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ448;BRBBAS3J0QQ0;EQUITY CALL;0,79;1,06;0,96;1,01;;;1,02;714;7914700
2022-09-23;BBASJ452;BRBBAS3J0SO1;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ453;BRBBAS3J0RE4;EQUITY CALL;0,68;0,88;0,8;0,84;;;0,89;155;647700
2022-09-23;BBASJ457;BRBBAS3J0SL7;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ458;BRBBAS3J0QX6;EQUITY CALL;0,6;0,72;0,69;0,7;;;0,77;12;11100
2022-09-23;BBASJ462;BRBBAS3J0SG7;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ463;BRBBAS3J0RF1;EQUITY CALL;0,5;0,7;0,57;0,6;;;0,66;87;54600
2022-09-23;BBASJ466;BRBBAS3J0RT2;EQUITY CALL;0,42;0,57;0,51;0,51;;;0,57;41;74900
2022-09-23;BBASJ468;BRBBAS3J0ST0;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ471;BRBBAS3J0RR6;EQUITY CALL;0,34;0,47;0,42;0,43;;;0,49;31;63900
2022-09-23;BBASJ473;BRBBAS3J0SK9;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ476;BRBBAS3J0S40;EQUITY CALL;0,32;0,42;0,35;0,38;;;0,42;12;15200
2022-09-23;BBASJ478;BRBBAS3J0SN3;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ481;BRBBAS3J0RU0;EQUITY CALL;0,25;0,34;0,31;0,34;;;0,35;31;55200
2022-09-23;BBASJ483;BRBBAS3J0SS2;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ486;BRBBAS3J0RW6;EQUITY CALL;0,22;0,36;0,24;0,36;;;0,3;38;60600
2022-09-23;BBASJ488;BRBBAS3J0SW4;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ491;BRBBAS3J0SF9;EQUITY CALL;0,21;0,26;0,23;0,23;;;0,25;122;107300
2022-09-23;BBASJ493;BRBBAS3J0T15;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ496;BRBBAS3J0SY0;EQUITY CALL;0,14;0,21;0,18;0,15;;;0,21;159;127400
2022-09-23;BBASJ498;BRBBAS3J0SM5;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ506;BRBBAS3J0SZ7;EQUITY CALL;0,11;0,16;0,11;0,16;;;0,15;16;378100
2022-09-23;BBASJ516;BRBBAS3J0SR4;EQUITY CALL;0,08;0,13;0,1;0,1;;;0,11;48;219000
2022-09-23;BBASJ526;BRBBAS3J0SH5;EQUITY CALL;0,06;0,11;0,07;0,07;;;0,07;21;63700
2022-09-23;BBASJ536;BRBBAS3J0SP8;EQUITY CALL;0,04;0,08;0,04;0,05;;;0,05;16;70100
2022-09-23;BBASJ546;BRBBAS3J0SV6;EQUITY CALL;0,05;0,06;0,05;0,06;;;0,03;3;800
2022-09-23;BBASJ556;BRBBAS3J0T07;EQUITY CALL;0,02;0,05;0,02;0,05;;;0,02;5;950700
2022-09-23;BBASJ566;BRBBAS3J0SI3;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ576;BRBBAS3J0SX2;EQUITY CALL;0,03;0,03;0,03;0,03;;;0,01;4;4500
2022-09-23;BBASJ586;BRBBAS3J0SU8;EQUITY CALL;0,02;0,02;0,02;0,02;;;0,01;9;31000
2022-09-23;BBASJ736;BRBBAS3J0RJ3;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASJ836;BRBBAS3J0RI5;EQUITY CALL;;;;;;;0,01;;
2022-09-23;BBASK135;BRBBAS3K0OT6;EQUITY CALL;;;;;;;30,1;;
2022-09-23;BBASK145;BRBBAS3K0OS8;EQUITY CALL;;;;;;;29,12;;
2022-09-23;BBASK175;BRBBAS3K0OR0;EQUITY CALL;;;;;;;26,18;;
2022-09-23;BBASK195;BRBBAS3K0OQ2;EQUITY CALL;;;;;;;28,63;;
2022-09-23;BBASK197;BRBBAS3K0OP4;EQUITY CALL;;;;;;;28,14;;
2022-09-23;BBASK200;BRBBAS3K0OO7;EQUITY CALL;;;;;;;27,65;;
2022-09-23;BBASK258;BRBBAS3K0R23;EQUITY CALL;;;;;;;20,53;;
2022-09-23;BBASK31;BRBBAS3K0QX3;EQUITY CALL;;;;;;;10,95;;
2022-09-23;BBASK315;BRBBAS3K0OW0;EQUITY CALL;;;;;;;11,64;;
2022-09-23;BBASK32;BRBBAS3K0ON9;EQUITY CALL;;;;;;;16,48;;
2022-09-23;BBASK320;BRBBAS3K0P74;EQUITY CALL;;;;;;;10,49;;
2022-09-23;BBASK322;BRBBAS3K0QP9;EQUITY CALL;;;;;;;10,27;;
2022-09-23;BBASK325;BRBBAS3K0P90;EQUITY CALL;;;;;;;10,04;;
2022-09-23;BBASK327;BRBBAS3K0QQ7;EQUITY CALL;;;;;;;9,82;;
2022-09-23;BBASK33;BRBBAS3K0P66;EQUITY CALL;;;;;;;9,15;;
2022-09-23;BBASK330;BRBBAS3K0P41;EQUITY CALL;;;;;;;9,6;;
2022-09-23;BBASK332;BRBBAS3K0QU9;EQUITY CALL;;;;;;;9,37;;
2022-09-23;BBASK335;BRBBAS3K0OU4;EQUITY CALL;;;;;;;10,72;;
2022-09-23;BBASK337;BRBBAS3K0PR7;EQUITY CALL;;;;;;;8,93;;
2022-09-23;BBASK340;BRBBAS3K0PA3;EQUITY CALL;;;;;;;8,72;;
2022-09-23;BBASK342;BRBBAS3K0R07;EQUITY CALL;;;;;;;8,5;;
2022-09-23;BBASK345;BRBBAS3K0P82;EQUITY CALL;;;;;;;8,29;;
2022-09-23;BBASK347;BRBBAS3K0QB9;EQUITY CALL;7,55;7,55;7,55;7,55;;;8,08;1;1500
2022-09-23;BBASK350;BRBBAS3K0P58;EQUITY CALL;;;;;;;7,87;;
2022-09-23;BBASK352;BRBBAS3K0PV9;EQUITY CALL;;;;;;;7,66;;
2022-09-23;BBASK355;BRBBAS3K0P33;EQUITY CALL;7;7;7;7;;;7,45;1;500
2022-09-23;BBASK357;BRBBAS3K0QT1;EQUITY CALL;;;;;;;7,25;;
2022-09-23;BBASK360;BRBBAS3K0Q24;EQUITY CALL;;;;;;;7,04;;
2022-09-23;BBASK362;BRBBAS3K0QS3;EQUITY CALL;;;;;;;6,84;;
2022-09-23;BBASK367;BRBBAS3K0PY3;EQUITY CALL;5,91;5,91;5,91;5,91;;;6,45;1;1200
2022-09-23;BBASK370;BRBBAS3K0PB1;EQUITY CALL;;;;;;;6,26;;
2022-09-23;BBASK372;BRBBAS3K0QN4;EQUITY CALL;5,8;5,8;5,8;5,8;;;6,07;1;100
2022-09-23;BBASK375;BRBBAS3K0PX5;EQUITY CALL;5,32;5,69;5,37;5,4;;;5,88;5;11500
2022-09-23;BBASK377;BRBBAS3K0Q16;EQUITY CALL;;;;;;;5,7;;
2022-09-23;BBASK380;BRBBAS3K0P17;EQUITY CALL;;;;;;;5,52;;
2022-09-23;BBASK381;BRBBAS3K0QD5;EQUITY CALL;4,9;4,9;4,9;4,9;;;5,34;1;500
2022-09-23;BBASK382;BRBBAS3K0OV2;EQUITY CALL;6,3;6,3;6,3;6,3;;;6,65;1;100
2022-09-23;BBASK387;BRBBAS3K0QW5;EQUITY CALL;4,51;4,53;4,52;4,51;;;5;2;300
2022-09-23;BBASK390;BRBBAS3K0PH8;EQUITY CALL;4,5;4,72;4,65;4,69;;;4,83;6;4600
2022-09-23;BBASK392;BRBBAS3K0P25;EQUITY CALL;3,73;3,75;3,73;3,75;;;4,66;2;700
2022-09-23;BBASK393;BRBBAS3K0OX8;EQUITY CALL;4,66;5,03;4,75;4,91;;;5,17;9;8500
2022-09-23;BBASK395;BRBBAS3K0QR5;EQUITY CALL;4,22;4,52;4,35;4,29;;;4,5;13;7800
2022-09-23;BBASK399;BRBBAS3K0P09;EQUITY CALL;4,05;4,05;4,05;4,05;;;4,34;1;100
2022-09-23;BBASK400;BRBBAS3K0PJ4;EQUITY CALL;;;;;;;4,19;;
2022-09-23;BBASK402;BRBBAS3K0QJ2;EQUITY CALL;3,82;3,99;3,95;3,82;;;4,04;2;500
2022-09-23;BBASK405;BRBBAS3K0PQ9;EQUITY CALL;;;;;;;3,89;;
2022-09-23;BBASK409;BRBBAS3K0OZ3;EQUITY CALL;3,58;3,62;3,61;3,62;;;3,74;5;5400
2022-09-23;BBASK410;BRBBAS3K0PI6;EQUITY CALL;3,25;3,3;3,25;3,25;;;3,6;3;6100
2022-09-23;BBASK412;BRBBAS3K0Q81;EQUITY CALL;3,08;3,47;3,31;3,3;;;3,47;38;140800
2022-09-23;BBASK415;BRBBAS3K0QC7;EQUITY CALL;2,93;3,21;3,1;3,2;;;3,33;18;14900
2022-09-23;BBASK417;BRBBAS3K0PU1;EQUITY CALL;2,85;3,2;3,04;3,05;;;3,2;32;53800
2022-09-23;BBASK420;BRBBAS3K0PG0;EQUITY CALL;2,69;3,08;2,94;2,96;;;3,08;12;20700
2022-09-23;BBASK422;BRBBAS3K0QM6;EQUITY CALL;2,56;2,96;2,77;2,85;;;2,95;83;76200
2022-09-23;BBASK425;BRBBAS3K0QK0;EQUITY CALL;2,65;2,78;2,73;2,65;;;2,83;7;4000
2022-09-23;BBASK430;BRBBAS3K0PF2;EQUITY CALL;2,35;2,6;2,49;2,51;;;2,61;7;4600
2022-09-23;BBASK432;BRBBAS3K0Q40;EQUITY CALL;2,21;2,54;2,35;2,38;;;2,5;76;164500
2022-09-23;BBASK434;BRBBAS3K0QG8;EQUITY CALL;2,11;2,35;2,27;2,3;;;2,39;5;52000
2022-09-23;BBASK435;BRBBAS3K0OY6;EQUITY CALL;2,52;2,67;2,55;2,6;;;2,72;8;30700
2022-09-23;BBASK437;BRBBAS3K0PE5;EQUITY CALL;1,95;2,31;2,21;2,2;;;2,29;18;34900
2022-09-23;BBASK440;BRBBAS3K0PL0;EQUITY CALL;1,86;2,16;2,04;2,07;;;2,19;409;59900
2022-09-23;BBASK442;BRBBAS3K0Q08;EQUITY CALL;1,85;2,1;2;2;;;2,1;77;192900
2022-09-23;BBASK445;BRBBAS3K0QO2;EQUITY CALL;1,91;2;1,93;1,91;;;2,01;6;6800
2022-09-23;BBASK447;BRBBAS3K0PC9;EQUITY CALL;1,69;1,9;1,86;1,88;;;1,92;9;41500
2022-09-23;BBASK450;BRBBAS3K0PM8;EQUITY CALL;1,62;1,89;1,76;1,74;;;1,83;37;62600
2022-09-23;BBASK452;BRBBAS3K0PZ0;EQUITY CALL;1,54;1,75;1,69;1,69;;;1,75;14;53100
2022-09-23;BBASK455;BRBBAS3K0QZ8;EQUITY CALL;1,43;1,67;1,54;1,58;;;1,67;14;10700
2022-09-23;BBASK457;BRBBAS3K0PD7;EQUITY CALL;1,51;1,57;1,54;1,52;;;1,59;7;14100
2022-09-23;BBASK462;BRBBAS3K0QF0;EQUITY CALL;1,21;1,46;1,28;1,37;;;1,45;16;22800
2022-09-23;BBASK467;BRBBAS3K0PP1;EQUITY CALL;1,14;1,32;1,29;1,22;;;1,32;26;49800
2022-09-23;BBASK472;BRBBAS3K0QH6;EQUITY CALL;0,99;1,18;1,13;1,14;;;1,2;26;92500
2022-09-23;BBASK477;BRBBAS3K0PK2;EQUITY CALL;0,93;1,1;1,05;1;;;1,09;14;104200
2022-09-23;BBASK482;BRBBAS3K0PS5;EQUITY CALL;0,83;0,96;0,93;0,96;;;0,98;25;157600
2022-09-23;BBASK487;BRBBAS3K0Q99;EQUITY CALL;0,83;0,86;0,84;0,86;;;0,89;6;5700
2022-09-23;BBASK492;BRBBAS3K0QI4;EQUITY CALL;0,67;0,75;0,74;0,75;;;0,81;4;22100
2022-09-23;BBASK497;BRBBAS3K0QE3;EQUITY CALL;0,6;0,67;0,63;0,67;;;0,73;7;10000
2022-09-23;BBASK505;BRBBAS3K0PW7;EQUITY CALL;0,5;0,6;0,57;0,56;;;0,63;27;47600
2022-09-23;BBASK51;BRBBAS3K0R15;EQUITY CALL;0,38;0,42;0,4;0,42;;;0,46;4;2400
2022-09-23;BBASK515;BRBBAS3K0Q73;EQUITY CALL;0,42;0,49;0,48;0,45;;;0,51;3;2000
2022-09-23;BBASK525;BRBBAS3K0PO4;EQUITY CALL;0,38;0,39;0,38;0,39;;;0,42;2;800
2022-09-23;BBASK535;BRBBAS3K0PT3;EQUITY CALL;0,28;0,31;0,29;0,31;;;0,34;2;1500
2022-09-23;BBASK545;BRBBAS3K0QV7;EQUITY CALL;;;;;;;0,28;;
2022-09-23;BBASK555;BRBBAS3K0Q32;EQUITY CALL;;;;;;;0,23;;
2022-09-23;BBASK565;BRBBAS3K0Q65;EQUITY CALL;;;;;;;0,19;;
2022-09-23;BBASK575;BRBBAS3K0QY1;EQUITY CALL;;;;;;;0,16;;
2022-09-23;BBASK585;BRBBAS3K0PN6;EQUITY CALL;;;;;;;0,13;;
2022-09-23;BBASK595;BRBBAS3K0Q57;EQUITY CALL;;;;;;;0,11;;
2022-09-23;BBASK605;BRBBAS3K0QA1;EQUITY CALL;;;;;;;0,1;;
2022-09-23;BBASK615;BRBBAS3K0QL8;EQUITY CALL;0,03;0,11;0,06;0,04;;;0,08;3;300
2022-09-23;BBASL132;BRBBAS3L0W57;EQUITY CALL;;;;;;;30,48;;
2022-09-23;BBASL134;BRBBAS3L0W24;EQUITY CALL;;;;;;;30,24;;
2022-09-23;BBASL137;BRBBAS3L0VZ7;EQUITY CALL;;;;;;;30;;
2022-09-23;BBASL142;BRBBAS3L0VY0;EQUITY CALL;;;;;;;29,51;;
2022-09-23;BBASL144;BRBBAS3L0W40;EQUITY CALL;;;;;;;29,27;;
2022-09-23;BBASL149;BRBBAS3L0VV6;EQUITY CALL;;;;;;;28,78;;
2022-09-23;BBASL15;BRBBAS3L0VX2;EQUITY CALL;;;;;;;28,3;;
2022-09-23;BBASL158;BRBBAS3L0VW4;EQUITY CALL;;;;;;;27,81;;
2022-09-23;BBASL174;BRBBAS3L0W32;EQUITY CALL;;;;;;;26,35;;
2022-09-23;BBASL219;BRBBAS3L0Y22;EQUITY CALL;;;;;;;1,82;;
2022-09-23;BBASL224;BRBBAS3L0WY8;EQUITY CALL;;;;;;;1,68;;
2022-09-23;BBASL229;BRBBAS3L0X72;EQUITY CALL;;;;;;;1,55;;
2022-09-23;BBASL234;BRBBAS3L0XN9;EQUITY CALL;;;;;;;1,42;;
2022-09-23;BBASL239;BRBBAS3L0XB4;EQUITY CALL;;;;;;;1,31;;
2022-09-23;BBASL244;BRBBAS3L0XQ2;EQUITY CALL;;;;;;;1,2;;
2022-09-23;BBASL254;BRBBAS3L0XV2;EQUITY CALL;;;;;;;1,01;;
2022-09-23;BBASL259;BRBBAS3L0XA6;EQUITY CALL;;;;;;;16,45;;
2022-09-23;BBASL26;BRBBAS3L0X56;EQUITY CALL;;;;;;;15,98;;
2022-09-23;BBASL264;BRBBAS3L0W08;EQUITY CALL;;;;;;;17,64;;
2022-09-23;BBASL269;BRBBAS3L0XP4;EQUITY CALL;;;;;;;15,51;;
2022-09-23;BBASL274;BRBBAS3L0X98;EQUITY CALL;;;;;;;15,04;;
2022-09-23;BBASL278;BRBBAS3L0W65;EQUITY CALL;;;;;;;19,52;;
2022-09-23;BBASL279;BRBBAS3L0X15;EQUITY CALL;;;;;;;14,57;;
2022-09-23;BBASL284;BRBBAS3L0XG3;EQUITY CALL;;;;;;;14,1;;
2022-09-23;BBASL294;BRBBAS3L0XO7;EQUITY CALL;;;;;;;13,18;;
2022-09-23;BBASL297;BRBBAS3L0WK7;EQUITY CALL;;;;;;;13,64;;
2022-09-23;BBASL298;BRBBAS3L0XU4;EQUITY CALL;;;;;;;12,72;;
2022-09-23;BBASL299;BRBBAS3L0SU4;EQUITY CALL;;;;;;;16,21;;
2022-09-23;BBASL30;BRBBAS3L0XD0;EQUITY CALL;;;;;;;11,81;;
2022-09-23;BBASL304;BRBBAS3L0X31;EQUITY CALL;;;;;;;12,26;;
2022-09-23;BBASL309;BRBBAS3L0W73;EQUITY CALL;;;;;;;13,41;;
2022-09-23;BBASL313;BRBBAS3L0XX8;EQUITY CALL;;;;;;;11,36;;
2022-09-23;BBASL314;BRBBAS3L0WJ9;EQUITY CALL;;;;;;;12,95;;
2022-09-23;BBASL318;BRBBAS3L0X49;EQUITY CALL;;;;;;;10,92;;
2022-09-23;BBASL319;BRBBAS3L0W81;EQUITY CALL;;;;;;;12,49;;
2022-09-23;BBASL32;BRBBAS3L0XK5;EQUITY CALL;;;;;;;10,47;;
2022-09-23;BBASL324;BRBBAS3L0WI1;EQUITY CALL;;;;;;;12,04;;
2022-09-23;BBASL334;BRBBAS3L0WC4;EQUITY CALL;;;;;;;11,14;;
2022-09-23;BBASL336;BRBBAS3L0WQ4;EQUITY CALL;;;;;;;9,61;;
2022-09-23;BBASL337;BRBBAS3L0WL5;EQUITY CALL;;;;;;;10,04;;
2022-09-23;BBASL339;BRBBAS3L0X64;EQUITY CALL;;;;;;;9,18;;
2022-09-23;BBASL343;BRBBAS3L0XH1;EQUITY CALL;;;;;;;8,76;;
2022-09-23;BBASL344;BRBBAS3L0W99;EQUITY CALL;;;;;;;10,26;;
2022-09-23;BBASL348;BRBBAS3L0WW2;EQUITY CALL;;;;;;;8,35;;
2022-09-23;BBASL349;BRBBAS3L0WG5;EQUITY CALL;;;;;;;9,82;;
2022-09-23;BBASL35;BRBBAS3L0WA8;EQUITY CALL;;;;;;;8,97;;
2022-09-23;BBASL350;BRBBAS3L0SL3;EQUITY CALL;;;;;;;11,58;;
2022-09-23;BBASL353;BRBBAS3L0XS8;EQUITY CALL;;;;;;;7,95;;
2022-09-23;BBASL354;BRBBAS3L0WH3;EQUITY CALL;;;;;;;9,39;;
2022-09-23;BBASL358;BRBBAS3L0XW0;EQUITY CALL;6,84;6,84;6,84;6,84;;;7,55;1;2000
2022-09-23;BBASL359;BRBBAS3L0ST6;EQUITY CALL;;;;;;;10,69;;
2022-09-23;BBASL360;BRBBAS3L0VR4;EQUITY CALL;;;;;;;13,68;;
2022-09-23;BBASL364;BRBBAS3L0WB6;EQUITY CALL;;;;;;;8,56;;
2022-09-23;BBASL368;BRBBAS3L0XT6;EQUITY CALL;;;;;;;6,78;;
2022-09-23;BBASL369;BRBBAS3L0WE0;EQUITY CALL;;;;;;;8,15;;
2022-09-23;BBASL372;BRBBAS3L0WM3;EQUITY CALL;;;;;;;7,16;;
2022-09-23;BBASL373;BRBBAS3L0XY6;EQUITY CALL;;;;;;;6,42;;
2022-09-23;BBASL374;BRBBAS3L0WF7;EQUITY CALL;;;;;;;7,75;;
2022-09-23;BBASL378;BRBBAS3L0X23;EQUITY CALL;;;;;;;6,06;;
2022-09-23;BBASL379;BRBBAS3L0WD2;EQUITY CALL;;;;;;;7,36;;
2022-09-23;BBASL384;BRBBAS3L0Y14;EQUITY CALL;;;;;;;5,71;;
2022-09-23;BBASL389;BRBBAS3L0XL3;EQUITY CALL;;;;;;;5,38;;
2022-09-23;BBASL39;BRBBAS3L0WZ5;EQUITY CALL;;;;;;;4,74;;
2022-09-23;BBASL399;BRBBAS3L0WR2;EQUITY CALL;;;;;;;4,9;;
2022-09-23;BBASL400;BRBBAS3L0VT0;EQUITY CALL;9,95;9,95;9,95;9,95;;;11,15;1;100
2022-09-23;BBASL402;BRBBAS3L0WN1;EQUITY CALL;;;;;;;5,05;;
2022-09-23;BBASL404;BRBBAS3L0XZ3;EQUITY CALL;4,15;4,15;4,15;4,15;;;4,44;1;100
2022-09-23;BBASL409;BRBBAS3L0XF5;EQUITY CALL;;;;;;;4,15;;
2022-09-23;BBASL41;BRBBAS3L0WP6;EQUITY CALL;;;;;;;3,75;;
2022-09-23;BBASL414;BRBBAS3L0XC2;EQUITY CALL;;;;;;;3,88;;
2022-09-23;BBASL418;BRBBAS3L0WX0;EQUITY CALL;;;;;;;3,62;;
2022-09-23;BBASL419;BRBBAS3L0SV2;EQUITY CALL;;;;;;;5,88;;
2022-09-23;BBASL424;BRBBAS3L0XJ7;EQUITY CALL;;;;;;;3,37;;
2022-09-23;BBASL429;BRBBAS3L0XR0;EQUITY CALL;2,72;2,88;2,82;2,88;;;3,14;4;1700
2022-09-23;BBASL431;BRBBAS3L0VU8;EQUITY CALL;;;;;;;4,02;;
2022-09-23;BBASL434;BRBBAS3L0Y06;EQUITY CALL;2,6;2,6;2,6;2,6;;;2,91;1;4700
2022-09-23;BBASL439;BRBBAS3L0X80;EQUITY CALL;;;;;;;2,7;;
2022-09-23;BBASL440;BRBBAS3L0WO9;EQUITY CALL;2,97;2,97;2,97;2,97;;;3,02;2;200
2022-09-23;BBASL444;BRBBAS3L0XI9;EQUITY CALL;2,38;2,38;2,38;2,38;;;2,5;1;12000
2022-09-23;BBASL449;BRBBAS3L0XM1;EQUITY CALL;2,03;2,18;2,14;2,18;;;2,32;3;500
2022-09-23;BBASL45;BRBBAS3L0XE8;EQUITY CALL;;;;;;;1,98;;
2022-09-23;BBASL454;BRBBAS3L0X07;EQUITY CALL;;;;;;;2,14;;
2022-09-23;BBASL455;BRBBAS3L0Y63;EQUITY CALL;;;;;;;1,9;;
2022-09-23;BBASL457;BRBBAS3L0Y55;EQUITY CALL;;;;;;;2,06;;
2022-09-23;BBASL459;BRBBAS3L0W16;EQUITY CALL;2,4;2,4;2,4;2,4;;;2,6;1;100
2022-09-23;BBASL460;BRBBAS3L0Y71;EQUITY CALL;;;;;;;1,75;;
2022-09-23;BBASL472;BRBBAS3L0Y48;EQUITY CALL;;;;;;;1,61;;
2022-09-23;BBASL490;BRBBAS3L0Y89;EQUITY CALL;;;;;;;1,06;;
2022-09-23;BBASL496;BRBBAS3L0WV4;EQUITY CALL;;;;;;;1,1;;
2022-09-23;BBASL516;BRBBAS3L0WS0;EQUITY CALL;;;;;;;0,78;;
2022-09-23;BBASL526;BRBBAS3L0WT8;EQUITY CALL;;;;;;;0,66;;
2022-09-23;BBASL527;BRBBAS3L0VL7;EQUITY CALL;;;;;;;0,93;;
2022-09-23;BBASL532;BRBBAS3L0VP8;EQUITY CALL;0,75;0,75;0,75;0,75;;;0,86;1;100
2022-09-23;BBASL540;BRBBAS3L0Y97;EQUITY CALL;;;;;;;0,43;;
2022-09-23;BBASL541;BRBBAS3L0WU6;EQUITY CALL;;;;;;;0,51;;
2022-09-23;BBASL582;BRBBAS3L0Y30;EQUITY CALL;;;;;;;0,11;;
2022-09-23;BBASM250;BRBBAS3M0RS9;EQUITY PUT;;;;;;;0,31;;
2022-09-23;BBASM300;BRBBAS3M0RV3;EQUITY PUT;;;;;;;0,61;;
2022-09-23;BBASM310;BRBBAS3M0RR1;EQUITY PUT;;;;;;;0,28;;
2022-09-23;BBASM315;BRBBAS3M0RZ4;EQUITY PUT;;;;;;;0,3;;
2022-09-23;BBASM320;BRBBAS3M0RY7;EQUITY PUT;;;;;;;0,33;;
2022-09-23;BBASM325;BRBBAS3M0S28;EQUITY PUT;;;;;;;0,36;;
2022-09-23;BBASM330;BRBBAS3M0S10;EQUITY PUT;;;;;;;0,39;;
2022-09-23;BBASM335;BRBBAS3M0S85;EQUITY PUT;;;;;;;0,43;;
2022-09-23;BBASM340;BRBBAS3M0S77;EQUITY PUT;;;;;;;0,47;;
2022-09-23;BBASM345;BRBBAS3M0S69;EQUITY PUT;;;;;;;0,51;;
2022-09-23;BBASM35;BRBBAS3M0RW1;EQUITY PUT;;;;;;;0,56;;
2022-09-23;BBASM350;BRBBAS3M0RT7;EQUITY PUT;1,4;1,4;1,4;1,4;;;1,23;1;20000
2022-09-23;BBASM355;BRBBAS3M0S02;EQUITY PUT;;;;;;;0,62;;
2022-09-23;BBASM360;BRBBAS3M0RX9;EQUITY PUT;;;;;;;0,68;;
2022-09-23;BBASM365;BRBBAS3M0S36;EQUITY PUT;;;;;;;0,75;;
2022-09-23;BBASM370;BRBBAS3M0S51;EQUITY PUT;;;;;;;0,83;;
2022-09-23;BBASM374;BRBBAS3M0RQ3;EQUITY PUT;;;;;;;0,87;;
2022-09-23;BBASM376;BRBBAS3M0RP5;EQUITY PUT;0,6;0,6;0,6;0,6;;;0,92;1;200
2022-09-23;BBASM38;BRBBAS3M0SG2;EQUITY PUT;;;;;;;1,43;;
2022-09-23;BBASM380;BRBBAS3M0S44;EQUITY PUT;1,08;1,08;1,08;1,08;;;1,01;1;300
2022-09-23;BBASM397;BRBBAS3M0S93;EQUITY PUT;;;;;;;1,99;;
2022-09-23;BBASM40;BRBBAS3M0RU5;EQUITY PUT;;;;;;;2,35;;
2022-09-23;BBASM400;BRBBAS3M0Q46;EQUITY PUT;;;;;;;1,37;;
2022-09-23;BBASM402;BRBBAS3M0SC1;EQUITY PUT;;;;;;;2,18;;
2022-09-23;BBASM410;BRBBAS3M0Q79;EQUITY PUT;1,3;1,3;1,3;1,3;;;1,65;1;1000
2022-09-23;BBASM412;BRBBAS3M0SA5;EQUITY PUT;;;;;;;2,59;;
2022-09-23;BBASM415;BRBBAS3M0SF4;EQUITY PUT;;;;;;;2,7;;
2022-09-23;BBASM441;BRBBAS3M0SH0;EQUITY PUT;;;;;;;4,58;;
2022-09-23;BBASM452;BRBBAS3M0SB3;EQUITY PUT;;;;;;;4,73;;
2022-09-23;BBASM468;BRBBAS3M0SI8;EQUITY PUT;;;;;;;6,43;;
2022-09-23;BBASM472;BRBBAS3M0SD9;EQUITY PUT;;;;;;;6,07;;
2022-09-23;BBASM487;BRBBAS3M0SE7;EQUITY PUT;;;;;;;7,16;;
2022-09-23;BBASN310;BRBBAS3N0T09;EQUITY PUT;;;;;;;0,32;;
2022-09-23;BBASN315;BRBBAS3N0SP2;EQUITY PUT;;;;;;;0,35;;
2022-09-23;BBASN320;BRBBAS3N0SQ0;EQUITY PUT;;;;;;;0,38;;
2022-09-23;BBASN325;BRBBAS3N0SW8;EQUITY PUT;;;;;;;0,41;;
2022-09-23;BBASN330;BRBBAS3N0SZ1;EQUITY PUT;;;;;;;0,45;;
2022-09-23;BBASN334;BRBBAS3N0T25;EQUITY PUT;;;;;;;0,67;;
2022-09-23;BBASN335;BRBBAS3N0SX6;EQUITY PUT;;;;;;;0,49;;
2022-09-23;BBASN340;BRBBAS3N0SV0;EQUITY PUT;;;;;;;0,53;;
2022-09-23;BBASN345;BRBBAS3N0SS6;EQUITY PUT;;;;;;;0,58;;
2022-09-23;BBASN350;BRBBAS3N0SO5;EQUITY PUT;;;;;;;0,64;;
